"","match_id","team.name","player.id","player.name","position.name","type.name"
"1526",3795220,"Italy",7471,"Andrea Belotti","Left Wing","Substitution"
"1527",3795220,"Italy",7038,"Manuel Locatelli","Right Center Midfield","Substitution"
"1528",3795220,"Italy",7777,"Federico Bernardeschi","Left Wing","Substitution"
"1529",3795221,"Denmark",3815,"Kasper Schmeichel","Goalkeeper","Starting XI"
"1530",3795221,"Denmark",3959,"Andreas Christensen","Right Center Back","Starting XI"
"1531",3795221,"Denmark",5534,"Simon Thorup Kjær","Center Back","Starting XI"
"1532",3795221,"Denmark",8815,"Jannik Vestergaard","Left Center Back","Starting XI"
"1533",3795221,"Denmark",5524,"Jens Stryger Larsen","Right Wing Back","Starting XI"
"1534",3795221,"Denmark",16554,"Joakim Mæhle","Left Wing Back","Starting XI"
"1535",3795221,"Denmark",3570,"Pierre-Emile Højbjerg","Right Defensive Midfield","Starting XI"
"1536",3795221,"Denmark",5527,"Thomas Delaney","Left Defensive Midfield","Starting XI"
"1537",3795221,"Denmark",4447,"Martin Braithwaite Christensen","Right Wing","Starting XI"
"1538",3795221,"Denmark",24443,"Mikkel Damsgaard","Left Wing","Starting XI"
"1539",3795221,"Denmark",6302,"Kasper Dolberg","Center Forward","Starting XI"
"1540",3795221,"Denmark",6797,"Daniel Wass","Right Wing Back","Substitution"
"1541",3795221,"Denmark",5536,"Yussuf Yurary Poulsen","Left Wing","Substitution"
"1542",3795221,"Denmark",7097,"Christian Nørgaard","Center Forward","Substitution"
"1543",3795221,"Denmark",8247,"Joachim Andersen","Right Center Back","Substitution"
"1544",3795221,"Denmark",18722,"Mathias Jensen","Right Center Midfield","Substitution"
"1545",3795221,"Denmark",21261,"Jonas Older Wind","Left Center Back","Substitution"
"1546",3795221,"England",3468,"Jordan Pickford","Goalkeeper","Starting XI"
"1547",3795221,"England",3205,"Kyle Walker","Right Back","Starting XI"
"1548",3795221,"England",3244,"John Stones","Right Center Back","Starting XI"
"1549",3795221,"England",3336,"Harry Maguire","Left Center Back","Starting XI"
"1550",3795221,"England",3382,"Luke Shaw","Left Back","Starting XI"
"1551",3795221,"England",4706,"Kalvin Phillips","Right Defensive Midfield","Starting XI"
"1552",3795221,"England",3943,"Declan Rice","Left Defensive Midfield","Starting XI"
"1553",3795221,"England",22084,"Bukayo Saka","Right Wing","Starting XI"
"1554",3795221,"England",7843,"Mason Mount","Center Attacking Midfield","Starting XI"
"1555",3795221,"England",3233,"Raheem Sterling","Left Wing","Starting XI"
"1556",3795221,"England",10955,"Harry Kane","Center Forward","Starting XI"
"1557",3795221,"England",9638,"Jack Grealish","Right Wing","Substitution"
"1558",3795221,"England",3532,"Jordan Brian Henderson","Left Defensive Midfield","Substitution"
"1559",3795221,"England",4354,"Philip Foden","Center Attacking Midfield","Substitution"
"1560",3795221,"England",3308,"Kieran Trippier","Left Wing","Substitution"
"1561",3795506,"England",3468,"Jordan Pickford","Goalkeeper","Starting XI"
"1562",3795506,"England",3205,"Kyle Walker","Right Center Back","Starting XI"
"1563",3795506,"England",3244,"John Stones","Center Back","Starting XI"
"1564",3795506,"England",3336,"Harry Maguire","Left Center Back","Starting XI"
"1565",3795506,"England",3308,"Kieran Trippier","Right Wing Back","Starting XI"
"1566",3795506,"England",3382,"Luke Shaw","Left Wing Back","Starting XI"
"1567",3795506,"England",4706,"Kalvin Phillips","Right Defensive Midfield","Starting XI"
"1568",3795506,"England",3943,"Declan Rice","Left Defensive Midfield","Starting XI"
"1569",3795506,"England",3233,"Raheem Sterling","Right Attacking Midfield","Starting XI"
"1570",3795506,"England",7843,"Mason Mount","Left Attacking Midfield","Starting XI"
"1571",3795506,"England",10955,"Harry Kane","Center Forward","Starting XI"
"1572",3795506,"England",22084,"Bukayo Saka","Right Wing Back","Substitution"
"1573",3795506,"England",3532,"Jordan Brian Henderson","Left Defensive Midfield","Substitution"
"1574",3795506,"England",9638,"Jack Grealish","Left Center Midfield","Substitution"
"1575",3795506,"England",3318,"Marcus Rashford","Left Defensive Midfield","Substitution"
"1576",3795506,"England",12423,"Jadon Sancho","Right Back","Substitution"
"1577",3795506,"Italy",7036,"Gianluigi Donnarumma","Goalkeeper","Starting XI"
"1578",3795506,"Italy",11514,"Giovanni Di Lorenzo","Right Back","Starting XI"
"1579",3795506,"Italy",7173,"Leonardo Bonucci","Right Center Back","Starting XI"
"1580",3795506,"Italy",6954,"Giorgio Chiellini","Left Center Back","Starting XI"
"1581",3795506,"Italy",4355,"Emerson Palmieri dos Santos","Left Back","Starting XI"
"1582",3795506,"Italy",7024,"Jorge Luiz Frello Filho","Center Defensive Midfield","Starting XI"
"1583",3795506,"Italy",8181,"Nicolò Barella","Right Center Midfield","Starting XI"
"1584",3795506,"Italy",3166,"Marco Verratti","Left Center Midfield","Starting XI"
"1585",3795506,"Italy",7156,"Federico Chiesa","Right Wing","Starting XI"
"1586",3795506,"Italy",7037,"Lorenzo Insigne","Left Wing","Starting XI"
"1587",3795506,"Italy",7788,"Ciro Immobile","Center Forward","Starting XI"
"1588",3795506,"Italy",6993,"Bryan Cristante","Right Center Midfield","Substitution"
"1589",3795506,"Italy",7131,"Domenico Berardi","Center Forward","Substitution"
"1590",3795506,"Italy",7777,"Federico Bernardeschi","Left Wing","Substitution"
"1591",3795506,"Italy",7471,"Andrea Belotti","Left Wing","Substitution"
"1592",3795506,"Italy",7038,"Manuel Locatelli","Left Center Midfield","Substitution"
"1593",3795506,"Italy",6964,"Alessandro Florenzi","Left Back","Substitution"
"1594",3795506,"Italy",7024,"Jorge Luiz Frello Filho","Center Defensive Midfield","Player On"
"1595",3795506,"Italy",7156,"Federico Chiesa","Left Wing","Player On"
