"","minute","cur_score_diff","n","n_future_goals","n_home_win","n_draw","n_home_loss","comp_id","season_id"
"88",10,0,1,1,0,0,1,16,2
"89",11,0,1,1,0,0,1,16,2
"90",14,0,2,2,0,0,2,16,2
"91",17,0,1,1,0,0,1,16,2
"92",18,0,1,1,0,0,1,16,2
"93",22,-1,2,2,0,0,2,16,2
"94",25,-1,1,1,0,0,1,16,2
"95",26,0,1,0,0,0,1,16,2
"96",29,0,2,0,0,0,2,16,2
"97",30,0,1,0,0,0,1,16,2
"98",31,0,1,0,0,0,1,16,2
"99",33,0,1,0,0,0,1,16,2
"100",34,0,2,0,0,0,2,16,2
"101",36,0,1,0,0,0,1,16,2
"102",39,0,2,0,0,0,2,16,2
"103",40,0,1,0,0,0,1,16,2
"104",41,0,2,0,0,0,2,16,2
"105",43,0,1,0,0,0,1,16,2
"106",45,0,1,0,0,0,1,16,2
"107",46,0,1,0,0,0,1,16,2
"108",47,0,1,0,0,0,1,16,2
"109",52,0,1,0,0,0,1,16,2
"110",53,0,1,0,0,0,1,16,2
"111",59,0,1,0,0,0,1,16,2
"112",62,-1,1,0,0,0,1,16,2
"113",65,-2,3,0,0,0,3,16,2
"114",66,-2,1,0,0,0,1,16,2
"115",67,-2,1,0,0,0,1,16,2
"116",69,-2,1,0,0,0,1,16,2
"117",70,-2,1,0,0,0,1,16,2
"118",71,-2,1,0,0,0,1,16,2
"119",73,-2,1,0,0,0,1,16,2
"120",75,-2,1,0,0,0,1,16,2
"121",77,-2,2,0,0,0,2,16,2
"122",80,-2,1,0,0,0,1,16,2
"123",81,-2,1,0,0,0,1,16,2
"124",82,-2,1,0,0,0,1,16,2
"125",89,-2,1,0,0,0,1,16,2
"126",91,-3,1,0,0,0,1,16,2
"127",93,-3,2,0,0,0,2,16,2
"128",94,-3,1,0,0,0,1,16,2
"129",0,0,3,3,0,3,0,16,27
"130",1,0,1,1,0,1,0,16,27
"131",3,0,1,1,0,1,0,16,27
"132",4,0,1,1,0,1,0,16,27
"133",5,0,2,2,0,2,0,16,27
"134",6,0,1,1,0,1,0,16,27
"135",7,0,1,1,0,1,0,16,27
"136",8,0,1,1,0,1,0,16,27
"137",9,0,1,1,0,1,0,16,27
"138",12,0,1,1,0,1,0,16,27
"139",13,0,1,1,0,1,0,16,27
"140",14,1,1,0,0,1,0,16,27
"141",18,1,2,0,0,2,0,16,27
"142",22,1,2,0,0,2,0,16,27
"143",27,1,1,0,0,1,0,16,27
"144",31,1,1,0,0,1,0,16,27
"145",39,1,1,0,0,1,0,16,27
"146",45,1,3,0,0,3,0,16,27
"147",46,1,2,0,0,2,0,16,27
"148",48,1,2,0,0,2,0,16,27
"149",50,1,1,0,0,1,0,16,27
"150",51,1,1,0,0,1,0,16,27
"151",54,1,2,0,0,2,0,16,27
"152",55,1,1,0,0,1,0,16,27
"153",56,1,2,0,0,2,0,16,27
"154",57,1,1,0,0,1,0,16,27
"155",58,1,1,0,0,1,0,16,27
"156",60,1,1,0,0,1,0,16,27
"157",61,1,1,0,0,1,0,16,27
"158",65,1,1,0,0,1,0,16,27
"159",66,1,1,0,0,1,0,16,27
"160",67,1,2,0,0,2,0,16,27
"161",69,1,1,0,0,1,0,16,27
"162",71,1,1,0,0,1,0,16,27
"163",72,1,1,0,0,1,0,16,27
"164",76,1,1,0,0,1,0,16,27
"165",77,1,4,0,0,4,0,16,27
"166",78,1,1,0,0,1,0,16,27
"167",82,0,1,0,0,1,0,16,27
"168",84,0,1,0,0,1,0,16,27
"169",85,0,1,0,0,1,0,16,27
"170",89,0,1,0,0,1,0,16,27
"171",90,0,1,0,0,1,0,16,27
"172",91,0,2,0,0,2,0,16,27
"173",92,0,3,0,0,3,0,16,27
"174",93,0,3,0,0,3,0,16,27
"175",100,0,3,0,0,3,0,16,27
"176",101,0,1,0,0,1,0,16,27
"177",105,0,2,0,0,2,0,16,27
"178",106,0,1,0,0,1,0,16,27
"179",108,0,2,0,0,2,0,16,27
"180",110,0,1,0,0,1,0,16,27
"181",113,0,1,0,0,1,0,16,27
"182",116,0,2,0,0,2,0,16,27
"183",118,0,2,0,0,2,0,16,27
"184",119,0,1,0,0,1,0,16,27
"185",120,0,2,0,0,2,0,16,27
"186",121,0,2,0,0,2,0,16,27
"187",122,0,2,0,0,2,0,16,27
"188",124,0,1,0,0,1,0,16,27
"189",125,0,2,0,0,2,0,16,27
"190",0,0,4,4,0,0,4,16,26
"191",1,0,1,1,0,0,1,16,26
"192",4,-1,1,1,0,0,1,16,26
"193",5,-1,1,1,0,0,1,16,26
"194",6,-1,1,1,0,0,1,16,26
"195",7,-1,1,1,0,0,1,16,26
"196",8,-1,1,1,0,0,1,16,26
"197",10,-1,1,1,0,0,1,16,26
"198",11,-1,1,1,0,0,1,16,26
"199",13,-1,1,1,0,0,1,16,26
"200",20,-1,1,1,0,0,1,16,26
"201",23,-1,1,1,0,0,1,16,26
"202",24,-1,2,2,0,0,2,16,26
"203",29,-1,1,1,0,0,1,16,26
"204",30,-1,1,1,0,0,1,16,26
"205",31,-1,1,1,0,0,1,16,26
"206",32,-1,1,1,0,0,1,16,26
"207",35,-1,1,1,0,0,1,16,26
"208",37,-1,1,1,0,0,1,16,26
"209",40,-1,1,1,0,0,1,16,26
"210",42,-1,1,1,0,0,1,16,26
"211",43,-1,2,2,0,0,2,16,26
"212",45,-1,2,2,0,0,2,16,26
"213",46,-1,1,1,0,0,1,16,26
"214",48,-1,1,1,0,0,1,16,26
"215",52,-1,1,1,0,0,1,16,26
"216",54,-1,1,1,0,0,1,16,26
"217",54,0,1,0,0,0,1,16,26
"218",55,0,1,0,0,0,1,16,26
"219",56,0,1,0,0,0,1,16,26
"220",57,0,2,0,0,0,2,16,26
"221",59,0,2,0,0,0,2,16,26
"222",62,0,1,0,0,0,1,16,26
"223",64,0,1,0,0,0,1,16,26
"224",69,-1,2,0,0,0,2,16,26
"225",75,-1,1,0,0,0,1,16,26
"226",78,-1,2,0,0,0,2,16,26
"227",79,-1,1,0,0,0,1,16,26
"228",80,-1,1,0,0,0,1,16,26
"229",82,-1,1,0,0,0,1,16,26
"230",83,-1,1,0,0,0,1,16,26
"231",84,-1,1,0,0,0,1,16,26
"232",85,-1,2,0,0,0,2,16,26
"233",86,-1,1,0,0,0,1,16,26
"234",87,-1,1,0,0,0,1,16,26
"235",88,-1,3,0,0,0,3,16,26
"236",89,-1,1,0,0,0,1,16,26
"237",90,-1,1,0,0,0,1,16,26
"238",91,-1,1,0,0,0,1,16,26
"239",92,-1,2,0,0,0,2,16,26
"240",94,-1,1,0,0,0,1,16,26
"241",96,-2,1,0,0,0,1,16,26
"242",0,0,3,9,3,0,0,16,25
"243",2,0,2,6,2,0,0,16,25
"244",3,0,1,3,1,0,0,16,25
"245",6,0,1,3,1,0,0,16,25
"246",8,0,1,3,1,0,0,16,25
"247",13,0,1,3,1,0,0,16,25
"248",15,0,1,3,1,0,0,16,25
"249",17,0,1,3,1,0,0,16,25
"250",18,0,1,3,1,0,0,16,25
"251",21,0,1,3,1,0,0,16,25
"252",26,0,2,6,2,0,0,16,25
"253",27,0,2,6,2,0,0,16,25
"254",29,0,2,6,2,0,0,16,25
"255",31,0,1,3,1,0,0,16,25
"256",34,0,1,3,1,0,0,16,25
"257",37,-1,1,3,1,0,0,16,25
"258",39,-1,1,3,1,0,0,16,25
"259",43,-1,1,3,1,0,0,16,25
"260",45,-1,2,6,2,0,0,16,25
"261",46,-1,1,3,1,0,0,16,25
"262",47,-1,1,3,1,0,0,16,25
"263",51,-1,1,3,1,0,0,16,25
"264",53,-1,1,3,1,0,0,16,25
"265",54,-1,2,6,2,0,0,16,25
"266",58,-1,2,6,2,0,0,16,25
"267",61,-1,1,3,1,0,0,16,25
"268",66,-1,1,3,1,0,0,16,25
"269",70,-1,1,3,1,0,0,16,25
"270",71,-1,1,3,1,0,0,16,25
"271",72,-1,1,3,1,0,0,16,25
"272",73,-1,1,3,1,0,0,16,25
"273",74,-1,2,6,2,0,0,16,25
"274",76,-1,1,3,1,0,0,16,25
"275",77,-1,1,3,1,0,0,16,25
"276",78,-1,1,3,1,0,0,16,25
"277",80,-1,2,6,2,0,0,16,25
"278",82,-1,1,3,1,0,0,16,25
"279",85,-1,2,6,2,0,0,16,25
"280",87,-1,1,3,1,0,0,16,25
"281",88,-1,1,3,1,0,0,16,25
"282",89,-1,1,3,1,0,0,16,25
"283",90,0,2,4,2,0,0,16,25
"284",92,-1,1,3,1,0,0,16,25
"285",92,0,2,4,2,0,0,16,25
"286",94,0,1,2,1,0,0,16,25
"287",95,0,1,2,1,0,0,16,25
"288",96,0,2,4,2,0,0,16,25
"289",98,0,1,2,1,0,0,16,25
"290",99,0,1,2,1,0,0,16,25
"291",100,0,2,4,2,0,0,16,25
"292",104,0,1,2,1,0,0,16,25
"293",105,0,1,2,1,0,0,16,25
"294",106,0,2,4,2,0,0,16,25
"295",107,0,1,2,1,0,0,16,25
"296",108,0,1,2,1,0,0,16,25
"297",109,0,1,2,1,0,0,16,25
"298",109,1,1,1,1,0,0,16,25
"299",112,1,2,2,2,0,0,16,25
"300",115,1,1,1,1,0,0,16,25
"301",117,2,2,0,2,0,0,16,25
"302",118,2,1,0,1,0,0,16,25
"303",119,2,2,0,2,0,0,16,25
"304",120,2,1,0,1,0,0,16,25
"305",122,2,1,0,1,0,0,16,25
"306",123,2,1,0,1,0,0,16,25
"307",0,0,2,0,0,0,2,16,24
"308",1,0,1,0,0,0,1,16,24
"309",2,0,1,0,0,0,1,16,24
"310",3,0,1,0,0,0,1,16,24
"311",5,0,1,0,0,0,1,16,24
"312",9,0,1,0,0,0,1,16,24
"313",13,0,2,0,0,0,2,16,24
"314",14,0,1,0,0,0,1,16,24
"315",17,0,1,0,0,0,1,16,24
"316",18,0,1,0,0,0,1,16,24
"317",21,0,1,0,0,0,1,16,24
"318",24,0,1,0,0,0,1,16,24
"319",25,0,1,0,0,0,1,16,24
"320",28,0,1,0,0,0,1,16,24
"321",30,0,1,0,0,0,1,16,24
"322",31,0,1,0,0,0,1,16,24
"323",32,0,1,0,0,0,1,16,24
"324",34,0,1,0,0,0,1,16,24
"325",39,0,1,0,0,0,1,16,24
"326",40,0,1,0,0,0,1,16,24
"327",44,0,1,0,0,0,1,16,24
"328",45,0,2,0,0,0,2,16,24
"329",46,0,2,0,0,0,2,16,24
"330",54,0,1,0,0,0,1,16,24
"331",55,0,1,0,0,0,1,16,24
"332",56,0,1,0,0,0,1,16,24
"333",62,-1,1,0,0,0,1,16,24
"334",63,-1,1,0,0,0,1,16,24
"335",65,-1,1,0,0,0,1,16,24
"336",66,-1,1,0,0,0,1,16,24
"337",67,-1,1,0,0,0,1,16,24
"338",69,-1,1,0,0,0,1,16,24
"339",71,-1,1,0,0,0,1,16,24
"340",72,-1,1,0,0,0,1,16,24
"341",73,-1,2,0,0,0,2,16,24
"342",74,-1,1,0,0,0,1,16,24
"343",76,-1,1,0,0,0,1,16,24
"344",78,-1,1,0,0,0,1,16,24
"345",79,-1,1,0,0,0,1,16,24
"346",83,-1,2,0,0,0,2,16,24
"347",85,-1,1,0,0,0,1,16,24
"348",87,-1,1,0,0,0,1,16,24
"349",90,-2,3,0,0,0,3,16,24
"350",92,-2,1,0,0,0,1,16,24
"351",94,-2,1,0,0,0,1,16,24
"352",0,0,3,3,0,3,0,16,23
"353",1,0,1,1,0,1,0,16,23
"354",3,0,1,1,0,1,0,16,23
"355",4,0,2,2,0,2,0,16,23
"356",6,0,1,1,0,1,0,16,23
"357",7,0,1,1,0,1,0,16,23
"358",9,0,1,1,0,1,0,16,23
"359",10,0,1,1,0,1,0,16,23
"360",11,0,1,1,0,1,0,16,23
"361",12,0,2,2,0,2,0,16,23
"362",16,0,1,1,0,1,0,16,23
"363",17,0,1,1,0,1,0,16,23
"364",20,0,1,1,0,1,0,16,23
"365",25,0,1,1,0,1,0,16,23
"366",27,0,1,1,0,1,0,16,23
"367",28,0,1,1,0,1,0,16,23
"368",30,0,2,2,0,2,0,16,23
"369",31,0,3,3,0,3,0,16,23
"370",32,0,1,1,0,1,0,16,23
"371",34,0,1,1,0,1,0,16,23
"372",35,0,1,1,0,1,0,16,23
"373",38,0,2,2,0,2,0,16,23
"374",39,0,3,3,0,3,0,16,23
"375",41,0,2,2,0,2,0,16,23
"376",44,0,1,1,0,1,0,16,23
"377",45,0,2,2,0,2,0,16,23
"378",46,0,1,1,0,1,0,16,23
"379",48,0,1,1,0,1,0,16,23
"380",53,0,2,2,0,2,0,16,23
"381",55,0,2,2,0,2,0,16,23
"382",57,0,2,2,0,2,0,16,23
"383",58,0,2,2,0,2,0,16,23
"384",60,0,1,1,0,1,0,16,23
"385",63,0,2,2,0,2,0,16,23
"386",65,0,1,1,0,1,0,16,23
"387",67,0,1,1,0,1,0,16,23
"388",69,0,2,2,0,2,0,16,23
"389",70,0,1,1,0,1,0,16,23
"390",71,0,1,1,0,1,0,16,23
"391",73,0,1,1,0,1,0,16,23
"392",76,0,2,2,0,2,0,16,23
"393",77,0,1,1,0,1,0,16,23
"394",78,0,1,1,0,1,0,16,23
"395",80,0,1,1,0,1,0,16,23
"396",81,0,1,1,0,1,0,16,23
"397",82,1,1,0,0,1,0,16,23
"398",83,1,1,0,0,1,0,16,23
"399",84,1,1,0,0,1,0,16,23
"400",85,1,1,0,0,1,0,16,23
"401",86,1,2,0,0,2,0,16,23
"402",89,0,1,0,0,1,0,16,23
"403",90,0,4,0,0,4,0,16,23
"404",92,0,3,0,0,3,0,16,23
"405",94,0,2,0,0,2,0,16,23
"406",95,0,2,0,0,2,0,16,23
"407",96,0,2,0,0,2,0,16,23
"408",98,0,1,0,0,1,0,16,23
"409",102,0,2,0,0,2,0,16,23
"410",105,0,2,0,0,2,0,16,23
"411",106,0,1,0,0,1,0,16,23
"412",107,0,1,0,0,1,0,16,23
"413",111,0,1,0,0,1,0,16,23
"414",112,0,1,0,0,1,0,16,23
"415",113,0,1,0,0,1,0,16,23
"416",114,0,1,0,0,1,0,16,23
"417",115,0,1,0,0,1,0,16,23
"418",116,0,1,0,0,1,0,16,23
"419",118,0,1,0,0,1,0,16,23
"420",119,0,1,0,0,1,0,16,23
"421",120,0,3,0,0,3,0,16,23
"422",121,0,1,0,0,1,0,16,23
"423",123,0,1,0,0,1,0,16,23
"424",124,0,1,0,0,1,0,16,23
"425",126,0,1,0,0,1,0,16,23
"426",127,0,1,0,0,1,0,16,23
"427",0,0,2,6,2,0,0,16,22
"428",1,0,1,3,1,0,0,16,22
"429",3,0,1,3,1,0,0,16,22
"430",10,0,2,6,2,0,0,16,22
"431",15,0,1,3,1,0,0,16,22
"432",19,0,1,3,1,0,0,16,22
"433",20,0,1,3,1,0,0,16,22
"434",26,1,1,2,1,0,0,16,22
"435",27,1,1,2,1,0,0,16,22
"436",29,1,1,2,1,0,0,16,22
"437",30,1,1,2,1,0,0,16,22
"438",31,1,1,2,1,0,0,16,22
"439",35,0,1,2,1,0,0,16,22
"440",36,0,1,2,1,0,0,16,22
"441",38,0,1,2,1,0,0,16,22
"442",40,0,1,2,1,0,0,16,22
"443",42,0,2,4,2,0,0,16,22
"444",44,0,1,2,1,0,0,16,22
"445",45,0,2,4,2,0,0,16,22
"446",46,0,2,4,2,0,0,16,22
"447",47,0,1,2,1,0,0,16,22
"448",48,0,1,2,1,0,0,16,22
"449",50,0,1,2,1,0,0,16,22
"450",51,0,2,4,2,0,0,16,22
"451",53,1,1,1,1,0,0,16,22
"452",55,1,1,1,1,0,0,16,22
"453",56,1,1,1,1,0,0,16,22
"454",58,1,1,1,1,0,0,16,22
"455",59,1,1,1,1,0,0,16,22
"456",60,1,1,1,1,0,0,16,22
"457",62,1,1,1,1,0,0,16,22
"458",64,1,1,1,1,0,0,16,22
"459",65,1,1,1,1,0,0,16,22
"460",66,1,1,1,1,0,0,16,22
"461",68,2,1,0,1,0,0,16,22
"462",78,2,1,0,1,0,0,16,22
"463",80,2,1,0,1,0,0,16,22
"464",82,2,1,0,1,0,0,16,22
"465",83,2,1,0,1,0,0,16,22
"466",84,2,1,0,1,0,0,16,22
"467",85,2,1,0,1,0,0,16,22
"468",86,2,1,0,1,0,0,16,22
"469",87,2,3,0,3,0,0,16,22
"470",89,2,2,0,2,0,0,16,22
"471",90,2,1,0,1,0,0,16,22
"472",91,2,1,0,1,0,0,16,22
"473",92,2,2,0,2,0,0,16,22
"474",93,2,1,0,1,0,0,16,22
"475",0,0,3,0,0,0,3,16,21
"476",2,0,1,0,0,0,1,16,21
"477",9,0,2,0,0,0,2,16,21
"478",11,0,1,0,0,0,1,16,21
"479",12,0,1,0,0,0,1,16,21
"480",14,0,1,0,0,0,1,16,21
"481",15,0,1,0,0,0,1,16,21
"482",16,0,1,0,0,0,1,16,21
"483",17,0,1,0,0,0,1,16,21
"484",22,0,1,0,0,0,1,16,21
"485",23,0,1,0,0,0,1,16,21
"486",24,0,1,0,0,0,1,16,21
"487",26,0,1,0,0,0,1,16,21
"488",28,0,2,0,0,0,2,16,21
"489",31,0,1,0,0,0,1,16,21
"490",37,-1,1,0,0,0,1,16,21
"491",39,-1,1,0,0,0,1,16,21
"492",40,-1,2,0,0,0,2,16,21
"493",44,-1,1,0,0,0,1,16,21
"494",45,-1,5,0,0,0,5,16,21
"495",46,-1,1,0,0,0,1,16,21
"496",48,-1,2,0,0,0,2,16,21
"497",51,-1,1,0,0,0,1,16,21
"498",52,-1,1,0,0,0,1,16,21
"499",53,-1,1,0,0,0,1,16,21
"500",58,-1,1,0,0,0,1,16,21
"501",59,-1,1,0,0,0,1,16,21
"502",61,-1,1,0,0,0,1,16,21
"503",62,-1,3,0,0,0,3,16,21
"504",63,-1,2,0,0,0,2,16,21
"505",64,-1,1,0,0,0,1,16,21
"506",67,-1,1,0,0,0,1,16,21
"507",69,-1,2,0,0,0,2,16,21
"508",73,-2,1,0,0,0,1,16,21
"509",74,-2,1,0,0,0,1,16,21
"510",77,-2,1,0,0,0,1,16,21
"511",79,-2,1,0,0,0,1,16,21
"512",80,-2,1,0,0,0,1,16,21
"513",81,-2,1,0,0,0,1,16,21
"514",82,-2,1,0,0,0,1,16,21
"515",86,-2,2,0,0,0,2,16,21
"516",88,-2,2,0,0,0,2,16,21
"517",89,-2,1,0,0,0,1,16,21
"518",90,-2,1,0,0,0,1,16,21
"519",92,-2,1,0,0,0,1,16,21
"520",93,-2,1,0,0,0,1,16,21
"521",0,0,4,8,4,0,0,16,41
"522",7,0,1,2,1,0,0,16,41
"523",9,1,1,1,1,0,0,16,41
"524",11,1,1,1,1,0,0,16,41
"525",15,1,1,1,1,0,0,16,41
"526",18,1,1,1,1,0,0,16,41
"527",20,1,1,1,1,0,0,16,41
"528",23,1,2,2,2,0,0,16,41
"529",25,1,1,1,1,0,0,16,41
"530",26,1,1,1,1,0,0,16,41
"531",27,1,1,1,1,0,0,16,41
"532",28,1,1,1,1,0,0,16,41
"533",36,1,1,1,1,0,0,16,41
"534",45,1,1,1,1,0,0,16,41
"535",46,1,1,1,1,0,0,16,41
"536",47,1,1,1,1,0,0,16,41
"537",49,1,1,1,1,0,0,16,41
"538",51,1,1,1,1,0,0,16,41
"539",52,1,1,1,1,0,0,16,41
"540",56,1,1,1,1,0,0,16,41
"541",58,1,1,1,1,0,0,16,41
"542",60,1,1,1,1,0,0,16,41
"543",65,1,2,2,2,0,0,16,41
"544",66,1,1,1,1,0,0,16,41
"545",69,2,1,0,1,0,0,16,41
"546",71,2,1,0,1,0,0,16,41
"547",73,2,1,0,1,0,0,16,41
"548",74,2,1,0,1,0,0,16,41
"549",77,2,1,0,1,0,0,16,41
"550",79,2,2,0,2,0,0,16,41
"551",80,2,1,0,1,0,0,16,41
"552",81,2,1,0,1,0,0,16,41
"553",82,2,1,0,1,0,0,16,41
"554",84,2,1,0,1,0,0,16,41
"555",89,2,1,0,1,0,0,16,41
"556",92,2,2,0,2,0,0,16,41
"557",93,2,1,0,1,0,0,16,41
"558",0,0,2,4,2,0,0,16,39
"559",1,0,1,2,1,0,0,16,39
"560",2,0,1,2,1,0,0,16,39
"561",4,0,1,2,1,0,0,16,39
"562",5,0,1,2,1,0,0,16,39
"563",10,0,1,2,1,0,0,16,39
"564",12,0,1,2,1,0,0,16,39
"565",16,0,1,2,1,0,0,16,39
"566",17,0,2,4,2,0,0,16,39
"567",18,0,1,2,1,0,0,16,39
"568",19,0,1,2,1,0,0,16,39
"569",20,0,2,4,2,0,0,16,39
"570",21,0,1,2,1,0,0,16,39
"571",23,0,1,2,1,0,0,16,39
"572",24,0,1,2,1,0,0,16,39
"573",25,0,1,2,1,0,0,16,39
"574",27,0,1,2,1,0,0,16,39
"575",28,0,1,2,1,0,0,16,39
"576",31,0,1,2,1,0,0,16,39
"577",34,0,1,2,1,0,0,16,39
"578",36,0,1,2,1,0,0,16,39
"579",39,0,1,2,1,0,0,16,39
"580",43,0,2,4,2,0,0,16,39
"581",44,0,1,2,1,0,0,16,39
"582",44,1,1,1,1,0,0,16,39
"583",45,1,3,3,3,0,0,16,39
"584",46,1,2,2,2,0,0,16,39
"585",48,1,1,1,1,0,0,16,39
"586",50,1,1,1,1,0,0,16,39
"587",53,1,1,1,1,0,0,16,39
"588",54,1,1,1,1,0,0,16,39
"589",56,1,1,1,1,0,0,16,39
"590",57,1,1,1,1,0,0,16,39
"591",58,1,1,1,1,0,0,16,39
"592",59,1,1,1,1,0,0,16,39
"593",63,1,1,1,1,0,0,16,39
"594",64,1,1,1,1,0,0,16,39
"595",65,1,1,1,1,0,0,16,39
"596",70,1,1,1,1,0,0,16,39
"597",72,1,1,1,1,0,0,16,39
"598",73,1,1,1,1,0,0,16,39
"599",75,1,1,1,1,0,0,16,39
"600",78,1,2,2,2,0,0,16,39
"601",79,1,1,1,1,0,0,16,39
"602",80,1,1,1,1,0,0,16,39
"603",81,2,1,0,1,0,0,16,39
"604",83,2,1,0,1,0,0,16,39
"605",84,2,1,0,1,0,0,16,39
"606",85,2,1,0,1,0,0,16,39
"607",87,2,1,0,1,0,0,16,39
"608",90,1,1,0,1,0,0,16,39
"609",91,1,2,0,2,0,0,16,39
"610",92,1,1,0,1,0,0,16,39
"611",0,0,3,9,0,3,0,16,37
"612",0,1,1,2,0,1,0,16,37
"613",2,1,1,2,0,1,0,16,37
"614",4,1,1,2,0,1,0,16,37
"615",7,1,1,2,0,1,0,16,37
"616",9,1,3,6,0,3,0,16,37
"617",13,1,2,4,0,2,0,16,37
"618",15,1,1,2,0,1,0,16,37
"619",17,1,1,2,0,1,0,16,37
"620",18,1,1,2,0,1,0,16,37
"621",19,1,1,2,0,1,0,16,37
"622",21,1,1,2,0,1,0,16,37
"623",22,1,1,2,0,1,0,16,37
"624",27,1,1,2,0,1,0,16,37
"625",29,1,1,2,0,1,0,16,37
"626",31,1,2,4,0,2,0,16,37
"627",33,1,1,2,0,1,0,16,37
"628",38,2,1,1,0,1,0,16,37
"629",39,2,1,1,0,1,0,16,37
"630",42,3,1,0,0,1,0,16,37
"631",44,3,1,0,0,1,0,16,37
"632",45,3,3,0,0,3,0,16,37
"633",46,3,1,0,0,1,0,16,37
"634",47,3,1,0,0,1,0,16,37
"635",48,3,2,0,0,2,0,16,37
"636",50,3,1,0,0,1,0,16,37
"637",51,3,1,0,0,1,0,16,37
"638",58,1,1,0,0,1,0,16,37
"639",61,0,3,0,0,3,0,16,37
"640",64,0,1,0,0,1,0,16,37
"641",65,0,1,0,0,1,0,16,37
"642",68,0,1,0,0,1,0,16,37
"643",69,0,2,0,0,2,0,16,37
"644",71,0,1,0,0,1,0,16,37
"645",72,0,2,0,0,2,0,16,37
"646",74,0,1,0,0,1,0,16,37
"647",75,0,1,0,0,1,0,16,37
"648",77,0,1,0,0,1,0,16,37
"649",79,0,2,0,0,2,0,16,37
"650",81,0,1,0,0,1,0,16,37
"651",83,0,1,0,0,1,0,16,37
"652",84,0,1,0,0,1,0,16,37
"653",85,0,1,0,0,1,0,16,37
"654",88,0,2,0,0,2,0,16,37
"655",90,0,2,0,0,2,0,16,37
"656",91,0,2,0,0,2,0,16,37
